Material,Value
LiAlO2-LiMnPO4 / C / Li,4.5
LiAlSiO4,3.29
LiAlSiO4,4.8
LiAlxCo1−xO2,4.3
LiAlxCo1−xO2,4.2
LiAlxCr1−xTiO4 ,1
LiAlxCr1−xTiO4 ,2.5
LiAlxMn2−xO4,4.4
LiAlxMn2−xO4,4.3
LiAlxMn2−xO4,3
LiAlxMn2−xO4,2.4
LiAsF6,4.7
LiAsF6,3
LiAsF6,1
LiAsF6,5
LiAsF6 based on linear ester,0.89
LiAu3B,1.3
LiB ,0.8
LiB ,0.75
LiB ,0.28
LiB ,0.95
LiB ,0.85
LiB ,1
Li-B / LiCl-KCl / VO2,2.6
LiB0.33Mn0.67O2,3.5
LiB0.33Mn0.67O2,4
LiB0.33Mn0.67O2,3.2
LiBa(B3O5)3,5.09
LiBa(B3O5)3,4.86
LiBa(B3O5)3,5.3
LiBC2O4F2,1.7
LiBF,1
LiBF,5.1
LiBF2SO4,4.5
LiBF2SO4,4.51
LiBF2SO4-EC / DMC,0.12
LiBF2SO4-EC / DMC,1.7
LiBF2SO4-EC / DMC,0.3
LiBF3(CF3CF2),4
LiBF3Cl,5.5
LiBF4,4.9
LiBF4,4.2
LiBF4,4.5
LiBF4,0.17
LiBF4,4
LiBF4,1.12
LiBF4,0.1
LiBF4,0.33
LiBF4,2.6
LiBF4,3
LiBF4,4.8
LiBF4,1.2
LiBF4,5.1
LiBF4,0.56
LiBF4,4.3
LiBF4,0.3
LiBF4,0.4
LiBF4,6
LiBF4,3.87
LiBF4,0.85
LiBF4,3.75
LiBF4,0.58
LiBF4,1.5
LiBF4,2.5
LiBF4,2.8
LiBF4,0.16
LiBF4,1.9
LiBF4,0.51
LiBF4,0.14
LiBF4,2
LiBF4,0.2
LiBF4,3.6
LiBF4,0.19
LiBF4,5
LiBF4,0.12
LiBF4,0.13
LiBF4,0.27
LiBF4,3.5
LiBF4,0.5
LiBF4,3.95
LiBF4,0.8
LiBF4,3.8
LiBF4 / dimethyl carbonate,4.5
LiBF4 / dimethyl carbonate,4.6
LiBF4 / DMC,4.6
LiBF4 / γ-BL,2
LiBF4 / γ-BL,5.4
LiBF4 / γ-BL,1.4
LiBF4−EC+PC+DMC,4.7
LiBF4−EC+PC+DMC,3
LiBF4−EC+PC+DMC,4.5
LiBF4-EC,4.1
LiBH4,2
LiBH4,2.4
LiBH4-Li3N,3
LiBH4-Li3N ,3
LiBi,0.61
LiBi,0.805
LiBi,0.84
LiBi,0.73
LiBi,0.83
LiBi,0.69
LiBi,0.5
LiBi,0.25
LiBi,0.75
LiBi,0.59
LiBi,0.37
LiBi,1
LiBi,0.62
LiBi,2
LiBi,0.78
LiBi,1.2
LiBi,0.8
LiBi,3.5
LiBi,0.64
LiBi0.005La0.005Mn1.99O4,0.09
LiBi0.005La0.005Mn1.99O4,0.1
LiBi0.05Co0.95O2,4.5
LiBIB,6
LiBIB,1
LiBiO3,3.4
LiBixLaxMn2−2xO4,4.3
LiBixLaxMn2−2xO4,4.4
LiBixLaxMn2−2xO4,3.2
LiBO2,4.5
LiBO2,0.000559
LiBOB,1.7
LiBoB,4.3
LiBOB,5.4
LiBoB,2
LiBOB,7.00E-05
LiBOB,3.5
LiBOB,5.2
LiBOB,4.12
LiBOB,0.000105
LiBOB,0.8
LiBOB,0.000173
LiBOB,0.55
LiBOB,0.0007415
LiBOB,1.96
LiBOB,6.39
LiBOB,4.44
LiBOB,4.5
LiBOB,1.5
LiBOB,1.76
LiBOB,4
LiBOB,0.68
LiBOB,0.00031
LiBOB,0.54
LiBOB,0.97
LiBOB,0.83
LiBOB,5.3
LiBOB,1.6
LiBOB,4.4
LiBOB,0.6
LiBOB,0.3
LiBOB,2.2
LiBOB,2.1
LiBOB,0.1
LiBOB,1
LiBOB,1.97
LiBOB,3
LiBOB,6
LiBOB,0.73
LiBOB,4.1
LiBOB,3.1
LiBOB,1.62
LiBOB,4.2
LiBOB,1.65
LiBOB,6.58
LiBOB,3.7
LiBOB,0.5
LiBOB,1.81
LiBOB,1.8
LiBOB ,0.18
LiBOB ,0.035
LiBOB / ACN,2
LiBOB / ACN,2.8
LiBOB–GBL / DMC,5.2
LiBOB–GBL / DMC,5
LiBOB–GBL / DMC,5.5
LiBr,3.63
LiBr,0.27
LiBr,0.0002
LiBr,3.6
LiBr,1.8
LiBr,3.7
LiBr,4.4
LiBr,2.75
LiBr,2.3
LiBr,0.97
LiBr,0.05
LiBr,2.5
LiBr,3.4
LiBr,1.6
LiBr,3.51
LiBr,2.8
LiBr,4.5
LiBrF3,5.1
LiBs,4.2
LiBs,4.9
LiBs,6
LiBs,1.20E-05
LiBs,3
LiBSO4F2,5
LiBSO4F2,5.6
LiBxMn1−xO2,4
LiBxMn1−xO2,0.00015
LiBxMn2−xO4,4.8
LiBxMn2−xO4,3
Li-C / LiV30s,3.5
LiC LO4 67 c / cm2 f PC,9.50E-05
LiC10,3.9
LiC10,0.05
LiC10,2
LiC10,2.3
LiC10,2.5
LiC104,0.2
LiC104,0.8
LiC104,0.5
LiC104,2.6
LiC104,2.5
LiC104,0.48
LiC104,0.0006
LiC104,0.76
LiC104,1
LiC104,1.7
LiC104,0.0012
LiC104,4.2
LiC104,4.25
LiC104,0.0022
LiC104,0.7
LiC104,1.5
LiC104 / Li,3
LiC104 / LiMn204,3
LiC104 / propylene carbonate,3.4
LiC104 / propylene carbonate,1.5
LiC104 / propylene carbonate,4.5
LiC104 / propylene carbonate,1.3
LiC104 / propylene carbonate,4.2
LiC104 / propylene carbonate,2
LiC104(PEO)io,1.8
LiC104-PC,4.6
LiC12,0.000112
LiC12,3.50E-05
LiC12,0.000205
LiC12,3.79
LiC12,4.2
LiC12,0.0001
LiC12,6.00E-05
LiC12,9.50E-05
LiC12,2
LiC12,3
LiC12,8.50E-05
LiC12,4
LiC12,0.0002
LiC12,0.12
LiC12 / LiC27,5.10E-05
LiC12 / LiC27,4.80E-05
LiC12 / LiC27,4.50E-05
LiC12 / LiC27,5.80E-05
LiC12 / LiC6,9.30E-05
LiC12–LiC6 plateau,0.0001
LiC12–LiC6 plateau,0.000128
LiC14.0-LiC13.4,0.08
LiC14.0-LiC13.4,0.11
LiC18,0.000117
LiC18,3.50E-05
LiC18,0.000152
LiC2,2.70E-05
LiC2,3.5
LiC2,1.6
LiC2,0.4
LiC2,1
LiC2,0.6
LiC2,0.2
LiC27,0.00015
LiC27,0.000137
LiC3,0.2
LiC36,0.0007
LiC36,0.000189
LiC36,0.000376
LiC36,0.000112
LiC36,0.000246
LiC36,0.000232
LiC36,0.0002
LiC36,0.000153
LiC36 / LiC72,2.00E-05
LiC36 / LiC72,2.80E-05
LiC4,0.039
LiC4.5,0.67
LiC4.5,2.9
LiC4.5,1.8
LiC40,0.608
LiC6,0.28
LiC6,3.75
LiC6,3
LiC6,0.08
LiC6,0.14
LiC6,0.17
LiC6,3.95
LiC6,3.85
LiC6,6.60E-05
LiC6,2.00E-05
LiC6,0.24
LiC6,0.13
LiC6,4.1
LiC6,4.6
LiC6,0.8
LiC6,7.10E-05
LiC6,0.22
LiC6,0.2
LiC6,5.00E-05
LiC6,2.69
LiC6,4.2
LiC6,0.09
LiC6,0.5
LiC6,3.00E-05
LiC6,0.58
LiC6,2
LiC6,0.000135
LiC6,4.00E-05
LiC6,4
LiC6,0.18
LiC6,4.50E-05
LiC6,3.50E-05
LiC6,3.8
LiC6,0.00012
LiC6,0.00015
LiC6,0.000195
LiC6,0.000102
LiC6,2.1
LiC6,0.25
LiC6,0.085
LiC6,5.10E-05
LiC6,0.48
LiC6,4.5
LiC6,0.31
LiC6,0.000107
LiC6 ,2.8
LiC6 ,9.00E-05
LiC6 ,0.03
LiC6 / LiC12,0.00012
LiC6 / LiC12,4.00E-05
LiC6 / LiC12,8.50E-05
LiC6 / LiC12,3
LiC6 / LiC12,5.80E-05
LiC6 / LiC12,0.00021
LiC6 / LiC12,0.000109
LiC6 / LiC12,2.80E-05
LiC6 / NiO2,3.57
LiC6 / NiO2,3.05
LiC6H4O4,2
LiC72,0.000196
LiC72,0.000189
LiC72,0.00052
LiC72,0.1
LiC72,0.000383
LiC72,0.00046
LiC72,0.000218
LiC72,0.0007
LiC72,1.50E-05
LiC72,0.00043
LiC72,0.0004
LiC72,0.000542
LiC72,0.00047
LiCaFeF6,2
LiCaFeF6 / Li,2
LiCaFeF6 / Li,4.5
LiCB11H12,0.00015
LiCd2Sn,2.32
LiCe0.05Mn1.95O4,2.75
LiCe0.05Mn1.95O4,4.2
LiCe0.05Mn1.95O4,4.5
LiCF3SO3,5
LiCF3SO3,3.5
LiCF3SO3,2.2
LiCF3SO3,5.4
LiCF3SO3,0.0001
LiCF3SO3-TEGDME,3.00E-05
LiCF3SO3-TEGDME,1.2
LiCF3SO3-TEGDME,0.7
LiCH3COO·2H2O,5
LiCIO4,3.9
LiCIO4,4
LiCIO4,3.7
LiCIO4 / ACN,0.4
LiCl,0.000215
LiCl,1.03
LiCl,0.36
LiCl,2.8
LiCl,0.5
LiCl,0.6
LiCl,0.0001
LiCl,3.19
LiCl,2.68
LiCl,1.3
LiCl,1.6
LiCl,0.82
LiCl,4.2
LiCl,5.26
LiCl,0.18
LiCl,5
LiCl,0.2
LiCl,1.88
LiCl,2.85
LiCl,1.5
LiCl,0.25
LiCl,2.45
LiCl,3.2
LiCl,0.592
LiCl,3.81
LiCl,0.3
LiCl,0.8
LiCl,5.00E-05
LiCl,1.2
LiCl,3
LiCl,1.403
LiCl,2.2
LiCl,2.3
LiCl,1.8
LiCl,2.5
LiCl,2.15
LiCl,1.24
LiCl,1.7
LiCl,2.83
LiCl,0.45
LiCl,2
LiCl,0.00015
LiCl,0.00077
LiCl,0.35
LiCl,0.03
LiCl,0.00024
LiCl,1.32
LiCl,1.95
LiCl,0.00027
LiCl,1
LiCl / Li,2.5
LiCl / Li,5
LiCl / LiOH,1.14
LiCl / LiOH,0.312
LiCl / Pt,3.6
LiCl / PVA,1.8
LiCl / PVA,0.2
LiCl / PVA,1
LiCl / THF,0.23
LiCl KCl,0.21
LiCl KCl,0.35
LiCl04 / propylene carbonate,2
LiCl04 / propylene carbonate,4.5
LiCl–KCl–CsCl–Li3N,2.9
LiCl–Li2CO3,4.2
LiCl–NaCl–CaCl2,1.5
LiCl–NaCl–CaCl2,0.77
LiCl-KCl,0.0002
LiCl-KCl,1.3
LiCl-LiBr,2.2
LiCl-LiBr,1.45
LiCl-LiBr,2.8
LiCl-LiBr,2.5
LiCl-LiF,3.4
LiClO,1.5
LiClO,0.1
LiClO,0.55
LiClO,0.7
LiClO,1.65
LiClO,4.4
LiClO4,1.7
LiClO4,6.20E-05
LiClO4,0.6
LiClO4,2.10E-05
LiClO4,4.6
LiClO4,1.1
LiClO4,0.1
LiClO4,1.25
LiClO4,3.2
LiClO4,2.1
LiClO4,0.799
LiClO4,3.7
LiClO4,7.30E-05
LiClO4,0.805
LiClO4,0.0003
LiClO4,0.95
LiClO4,3.558
LiClO4,5.2
LiClO4,5
LiClO4,4.65
LiClO4,1.4
LiClO4,1.8
LiClO4,2.8
LiClO4,2
LiClO4,4.2
LiClO4,3
LiClO4,3.1
LiClO4,2.00E-05
LiClO4,1.01
LiClO4,4.1
LiClO4,9.50E-05
LiClO4,2.57
LiClO4,0.77
LiClO4,0.5
LiClO4,2.3
LiClO4,2.28
LiClO4,1.49E-05
LiClO4,1.26
LiClO4,3.8
LiClO4,5.1
LiClO4,3.32
LiClO4,1.86
LiClO4,1.3
LiClO4,1.08
LiClO4,6
LiClO4,2.6
LiClO4,0.2
LiClO4,4.5
LiClO4,4.74
LiClO4,1.6
LiClO4,7.10E-05
LiClO4,5.00E-05
LiClO4,4.7
LiClO4,0.9
LiClO4,3.85
LiClO4,8.20E-05
LiClO4,3.6
LiClO4,0.4
LiClO4,0.7
LiClO4,4.8
LiClO4,0.000118
LiClO4,5.68
LiClO4,3.39
LiClO4,0.8
LiClO4,2.4
LiClO4,4
LiClO4,1.75
LiClO4,1.2
LiClO4,5.5
LiClO4 / CH3CN,1.3
LiClO4 / DMSO,4
LiClO4 / ethylene carbonate,0.75
LiClO4 / propylene carbonate,0.001
LiClO4 / propylene carbonate,4.5
LiClO4 / propylene carbonate,1.8
LiClO4 / propylene- carbonate,0.002
LiClO4 / propylene- carbonate,0.0003
LiClO4 / propylenecarbonate,0.0003
LiClO4 / propylenecarbonate,0.002
LiClO4 / TFPC,2.8
LiClO4 · 3 H2O,1.9
LiClO4 · 3H2O,1.9
LiClO4 ethylene carbonate,1
LiClO4–OZO,1.5
LiClO4–OZO,5
LiClO4–PC,1.4
LiClO4–PC,1.8
LiClO4-PC,2.8
LiClO4-PC,2.5
LiClO4-PC,1.4
LiCo,4
LiCo x Mn2−x O4,3.5
LiCo x Mn2−x O4,5.5
LiCo x Mn2−x O4,4.7
LiCo y Mn2−y O4,5.1
LiCo y Mn2−y O4,5
LiCo(1+x) / 2Mn(3−x) / 2O4,5
LiCo(1+x) / 2Mn(3−x) / 2O4,5.3
LiCo(1−2y)NiyMnyO2,2.5
LiCo0.05Mn0.2Ni0.75O2,4.5
LiCo0.05Mn0.2Ni0.75O2,3.93
LiCo0.05Mn0.2Ni0.75O2,3.74
LiCo0.08Mn1.92O4,5
LiCo0.09Mn0.91PO4,3
LiCo0.09Mn0.91PO4,0.0004
LiCo0.09Mn0.91PO4,4.4
LiCo0.09Mn0.91PO4,4.5
LiCo0.09Mn0.91PO4,2.2
LiCo0.09Mn0.91PO4,5
LiCo0.09Mn0.91PO4,2
LiCo0.09Mn0.91PO4,2.5
LiCo0.13Mn1.87O4,4.2
LiCo0.15Ni0.85O2 / Au,4
LiCo0.15Ni0.85O2 / Au,3.64
LiCo0.16Mn1.84O4,4.5
LiCo0.1Mn0.2Ni0.7O2,4.3
LiCo0.1Mn0.2Ni0.7O2,3
LiCo0.1Mn1.9O4,4.4
LiCo0.1Mn1.9O4,4
LiCo0.1Mn1.9O4,3
LiCo0.25Ga0.05Ni0.7O2,2.8
LiCo0.25Ga0.05Ni0.7O2,4.4
LiCo0.25Ni0.75O2 ,2.5
LiCo0.2Mn0.2Ni0.6O2,3.88
LiCo0.2Mn0.2Ni0.6O2,3.73
LiCo0.2Mn0.8PO4 / C nano,4.6
LiCo0.2Mn0.8PO4 / C nano,4.2
LiCO0.2Mn1.8O4,4
LiCo0.2Mn1.8O4,3.7
LiCo0.2Mn1.8O4,4.3
LiCo0.2Mn1.8O4,5
LiCo0.2Mn1.8O4,4
LiCo0.2Mn1.8O4,5.1
LiCo0.2Ni0.8O2,3.9
LiCo0.2Ni0.8O2,1.2
LiCo0.2Ni0.8O2 ,4.2
LiCo0.2Ni0.8O2 ,3
LiCo0.33Mn0.33Ni0.33O2,3.7
LiCo0.33Mn0.33Ni0.33O2,4.5
LiCo0.3−x Ga x Ni0.7O2,4.4
LiCo0.3−xGaxNi0.7O2,4.4
LiCo0.3Ni0.4−xMn0.3ZnxO2,4.3
LiCo0.4Ni0.3Mn0.3O2,4.4
LiCo0.4Ni0.3Mn0.3O2,4.5
LiCo0.4Ni0.3Mn0.3O2,2.5
LiCo0.4Ni0.3Mn0.3O2,4.2
LiCo0.4Ni0.3Mn0.3O2,2.6
LiCo0.5−y Mn0.5−y Ni2y O2,4.5
LiCo0.5−yMn0.5−yNi2yO2,3
LiCo0.5−yMn0.5−yNi2yO2 ( 0 ≤ 2y ≤ 1 ) layered oxides,4.6
LiCo0.5Al0.5O2,4.3
LiCo0.5Al0.5O2,3.8
LiCo0.5Fe0.5PO4,5
LiCo0.5Mn0.5PO4,5
LiCo0.5Mn0.5PO4,3
LiCo0.5Mn0.5PO4 / C nano,4.25
LiCo0.5Mn0.5PO4 / C nano,4.72
LiCo0.5Mn1.5O4,5.5
LiCo0.5Mn1.5O4,5
LiCo0.5Mn1.5O4,4.4
LiCo0.5Ni0.5 O2,3.94
LiCo0.5Ni0.5O2,3.6
LiCo0.5Ni0.5O2,5
LiCo0.5Ni0.5O2,4.1
LiCo0.75Al0.25O2,4.4
LiCo0.7Ni0.3O2,2.8
LiCo0.80Al0.20O2,4.4
LiCo0.8Al0.2O2,3.96
LiCo0.8Al0.2O2,4.05
LiCo0.8Al0.2O2,4.3
LiCo0.8Fe0.2MnO4,4.5
LiCo0.8Fe0.2MnO4,5.3
LiCo0.8Fe0.2MnO4 ,5
LiCo0.8Fe0.2O2,0.337
LiCo0.8Fe0.2O2,0.00075
LiCo0.8Mn1.2O4,3.7
LiCo0.8Mn1.2O4,5
LiCo0.8Ni0.1Mn0.1O2,3
LiCo0.8Ni0.1Mn0.1O2,4.5
LiCo0.8Ni0.1Mn0.1O2,4.2
LiCo0.8Ni0.2O2,3.75
LiCo0.8Ni0.2O2,3.95
LiCo0.94Cr0.04PO4 / C,5
LiCo0.94Cr0.04PO4 / C,3
LiCo0.95Mn0.05O2,4.3
LiCo0.95Mn0.05O2,3
LiCo0.95Mn0.05O2,4.4
LiCo0.95Mn0.05O2 ,4.3
LiCo0.975Ga0.025O2,2.8
LiCo0.975Ga0.025O2,4.5
LiCo0.97Mg0.03O2,4.5
LiCo0.97Mg0.03O2,3
LiCo0.98Mg0.02O2,4.09
LiCo0.98Mg0.02O2,4.2
LiCo0.998Ti0.002O2,4.3
LiCo0.998Ti0.002O2,3
LiCo0.99Sb0.01O2 ,4.19
LiCo0.99Ti0.01O2,4.7
LiCo0.99Ti0.01O2,3
LiCo0.99Ti0.01O2,4.3
LiCo0.9Ni0.05Mn0.05O2,3
LiCo0.9Ni0.05Mn0.05O2,2.7
LiCo0.9Ni0.05Mn0.05O2,4.5
LiCo0·95Mn0.05PO4 / C ,4.1
LiCo0·95Mn0.05PO4 / C ,4.87
LiCo0·95Mn0.05PO4 / C ,4.27
LiCo1.09Mn0.91O4,3.2
LiCo1.09Mn0.91O4,5.1
LiCo1.09Mn0.91O4,4.9
LiCo1.09Mn0.91O4,5.3
LiCo1.09Mn0.91O4 ,1.5
LiCo1.09Mn0.91O4 / Li,4
LiCo1.09Mn0.91O4 / Li,2.6
LiCo1.09Mn0.91O4 / Li4Ti5O12,3.2
LiCo1-1.5xCrxPO4 / C,5
LiCo1-1.5xCrxPO4 / C,3
LiCo1−x − y Mg x Al y O2,4.80E-05
LiCo1−x − y Mg x Al y O2,5.00E-05
LiCo1−x − yMgxAlyO2,4.80E-05
LiCo1−x − yMgxAlyO2,5.00E-05
LiCo1−xBaxO2,3
LiCo1−xBaxO2,4.5
LiCo1−xGaxO2,4.8
LiCo1−xMgxO2,4.5
LiCo1−xNixO2 ,4.4
LiCo1−xNixO2 ,3
LiCo1−yAlyO2,4.3
LiCo1−yAlyO2 / Li,4.2
LiCo1−yFeyO2,0.0004
LiCo1−yFeyPO4,5
LiCo1−yGayO2,4.3
LiCo1−yGayO2,4.5
LiCo1−yGayO2,4.6
LiCo1−yNiyO2,2.8
LiCo1−yNiyO2,4.2
LiCo1–xAlxO2,4.3
LiCo1-xSbxO2,3
LiCo1-xSbxO2,4.5
LiCO2,4.6
LiCO2,4.2
LiCo2O3,0.93
LiCo2O3,0.59
LiCo2O3,1.1
LiCo2O3,0.85
LiCo2O4,4.5
LiCo2O4,3.8
LiCO3,0.3
LiCO3,0.9
LiCO3,0.7
LiCoAsO4,5
LiCoAsO4,2.5
LiCoAsO4,4.75
LiCoAsO4,0.1
LiCoAsO4,4.7
LiCoAsO4 ,5
LiCoBO3,3.8
LiCoBO3,4.1
LiCoBO3,3
LiCoBO3,2
LiCoBO3,4.5
LiCoBO3,4.2
LiCoBO3,5
LiCoBO3,4.7
LiCoBO3 ,4.5
LiCoBO3 / ketjen black ,4.5
LiCoBO3 / ketjen black ,2
LiCoMnO3,5.3
LiCoMnO3,2.5
LiCoMnO3,0.8
LiCoMnO4,5
LiCoMnO4,2
LiCoMnO4,0.3
LiCoMnO4,4.9
LiCoMnO4,3.8
LiCoMnO4,0.8
LiCoMnO4,4.95
LiCoMnO4,2.5
LiCoMnO4,1.5
LiCoMnO4,4.5
LiCoMnO4,3.5
LiCoMnO4,5.2
LiCoMnO4,5.4
LiCoMnO4,4
LiCoMnO4,5.5
LiCoMnO4,3.7
LiCoMnO4,5.6
LiCoMnO4,4.3
LiCoMnO4,5.3
LiCoNiMnO,4.2
LiCoNiO2,3.4
LiCoO,4.04
LiCoO,4.4
LiCoO,4.5
LiCoO,3.7
LiCoO,2.7
LiCoO,4.1
LiCoO,3
LiCoO,4.2
LiCoO2,1.41E-05
LiCoO2,1.45E-05
LiCoO2,1.50E-05
LiCoO2,1.61E-05
LiCoO2,1.74E-05
LiCoO2,1.76E-05
LiCoO2,1.81E-05
LiCoO2,1.95E-05
LiCoO2,2.29E-05
LiCoO2,2.55E-05
LiCoO2,2.67E-05
LiCoO2,2.70E-05
LiCoO2,3.00E-05
LiCoO2,3.01E-05
LiCoO2,3.04E-05
LiCoO2,3.48E-05
LiCoO2 ,3.50E-05
LiCoO2,3.71E-05
LiCoO2,4.00E-05
LiCoO2 ,4.00E-05
LiCoO2,4.40E-05
LiCoO2,4.80E-05
LiCoO2,4.98E-05
LiCoO2,5.00E-05
LiCoO2 ,5.00E-05
LiCoO2,5.50E-05
LiCoO2,5.67E-05
LiCoO2,6.40E-05
LiCoO2,8.00E-05
LiCoO2,9.00E-05
LiCoO2,0.000105
LiCoO2,0.00015
LiCoO2,0.00015646
LiCoO2,0.00019484
LiCoO2 ,0.0002
LiCoO2,0.00034311
LiCoO2,0.00042
LiCoO2 ,0.000567
LiCoO2 ,0.000655
LiCoO2,0.00070086
LiCoO2,0.06
LiCoO2 ,0.1
LiCoO2,0.12
LiCoO2,0.162
LiCoO2,0.176
LiCoO2,0.2
LiCoO2,0.25
LiCoO2,0.26
LiCoO2,0.3
LiCoO2,0.32
LiCoO2,0.33
LiCoO2,0.35
LiCoO2,0.47
LiCoO2,0.48
LiCoO2,0.5
LiCoO2,0.52
LiCoO2,0.55
LiCoO2 ,0.554
LiCoO2,0.7
LiCoO2,0.71
LiCoO2,0.74
LiCoO2,0.75
LiCoO2 ,0.775
LiCoO2 ,0.781
LiCoO2 ,0.799
LiCoO2,0.8
LiCoO2 ,0.8
LiCoO2,0.84
LiCoO2,0.9
LiCoO2,0.91
LiCoO2,0.92
LiCoO2,1
LiCoO2 ,1
LiCoO2,1.01
LiCoO2 ,1.01
LiCoO2,1.05
LiCoO2,1.08
LiCoO2,1.1
LiCoO2,1.12
LiCoO2 ,1.15
LiCoO2,1.16
LiCoO2,1.2
LiCoO2,1.24
LiCoO2,1.25
LiCoO2,1.3
LiCoO2,1.31
LiCoO2,1.38
LiCoO2,1.4
LiCoO2,1.5
LiCoO2 ,1.5
LiCoO2,1.56
LiCoO2,1.6
LiCoO2 ,1.6
LiCoO2,1.64
LiCoO2,1.7
LiCoO2,1.75
LiCoO2,2
LiCoO2,2.03
LiCoO2,2.04
LiCoO2,2.1
LiCoO2,2.2
LiCoO2,2.27
LiCoO2,2.3
LiCoO2,2.4
LiCoO2,2.45
LiCoO2,2.5
LiCoO2 ,2.5
LiCoO2,2.6
LiCoO2,2.65
LiCoO2,2.7
LiCoO2 ,2.7
LiCoO2,2.75
LiCoO2,2.8
LiCoO2 ,2.8
LiCoO2,2.9
LiCoO2,3
LiCoO2 ,3
LiCoO2,3.069
LiCoO2,3.1
LiCoO2,3.14
LiCoO2,3.19
LiCoO2,3.2
LiCoO2 ,3.2
LiCoO2,3.3
LiCoO2,3.33
LiCoO2,3.36
LiCoO2 ,3.4
LiCoO2,3.44
LiCoO2,3.47
LiCoO2,3.5
LiCoO2,3.54
LiCoO2,3.58
LiCoO2,3.61
LiCoO2,3.63
LiCoO2,3.65
LiCoO2,3.7
LiCoO2,3.72
LiCoO2,3.75
LiCoO2,3.76
LiCoO2,3.77
LiCoO2,3.78
LiCoO2,3.79
LiCoO2,3.8
LiCoO2 ,3.8
LiCoO2,3.82
LiCoO2 ,3.82
LiCoO2,3.83
LiCoO2,3.85
LiCoO2 ,3.85
LiCoO2,3.86
LiCoO2 ,3.86
LiCoO2,3.87
LiCoO2 ,3.87
LiCoO2,3.88
LiCoO2,3.9
LiCoO2 ,3.9
LiCoO2,3.905
LiCoO2 ,3.91
LiCoO2,3.92
LiCoO2 ,3.92
LiCoO2,3.94
LiCoO2,3.95
LiCoO2 ,3.95
LiCoO2,3.96
LiCoO2 ,3.96
LiCoO2,3.97
LiCoO2 ,3.97
LiCoO2,3.98
LiCoO2 ,3.98
LiCoO2,4
LiCoO2,4.03
LiCoO2 ,4.04
LiCoO2,4.05
LiCoO2 ,4.05
LiCoO2,4.06
LiCoO2,4.07
LiCoO2 ,4.07
LiCoO2-,4.1
LiCoO2,4.08
LiCoO2 ,4.08
LiCoO2,4.086
LiCoO2,4.09
LiCoO2,4.1
LiCoO2,4.13
LiCoO2,4.14
LiCoO2,4.15
LiCoO2 ,4.15
LiCoO2,4.16
LiCoO2,4.17
LiCoO2,4.18
LiCoO2 ,4.18
LiCoO2,4.19
LiCoO2,4.2
LiCoO2 ,4.2
LiCoO2,4.21
LiCoO2,4.25
LiCoO2 ,4.25
LiCoO2,4.26
LiCoO2,4.27
LiCoO2,4.3
LiCoO2 ,4.3
LiCoO2,4.35
LiCoO2 ,4.4
LiCoO2,4.45
LiCoO2 ,4.45
LiCoO2,4.46
LiCoO2,4.48
LiCOO2,4.5
LiCoO2,4.5
LiCoO2 ,4.5
LiCoO2,4.52
LiCoO2,4.53
LiCoO2,4.55
LiCoO2,4.56
LiCoO2,4.58
LiCoO2,4.6
LiCoO2 ,4.6
LiCoO2,4.65
LiCoO2,4.7
LiCoO2 ,4.7
LiCoO2,4.74
LiCoO2,4.8
LiCoO2,4.9
LiCoO2 ,4.9
LiCoO2,5
LiCoO2 ,5
LiCoO2,5.1
LiCoO2,5.2
LiCoO2,5.5
LiCoO2 ,6
LiCoO2 / / graphite,3.7
LiCoO2 / / LiTi2(PO4)3 / C,1.5
LiCoO2 / / LiTi2(PO4)3 / C,1.8
LiCoO2 / / MnFe2O4,1.2
LiCoO2 / / MnFe2O4,3.8
LiCoO2 / / TiO2(B),1.6
LiCoO2 / / TiO2(B),3
LiCoO2 / / ZnP2 / C,3.5
LiCoO2 / Au ,4.07
LiCoO2 / Au ,4.1
LiCoO2 / Au ,3.95
LiCoO2 / Au ,3.9
LiCoO2 / Au ,4.2
LiCoO2 / Au ,4.18
LiCoO2 / C,3
LiCoO2 / C,4.2
LiCoO2 / C,2.8
LiCoO2 / C,0.38
LiCoO2 / Fe3O4 @ C,1.5
LiCoO2 / Fe3O4 @ C,2.7
LiCoO2 / graphite,2.8
LiCoO2 / graphite,2.5
LiCoO2 / graphite,4.4
LiCoO2 / graphite,4.45
LiCoO2 / graphite,2.7
LiCoO2 / graphite,4.5
LiCoO2 / graphite,4.3
LiCoO2 / graphite,3
LiCoO2 / graphite,4.2
LiCoO2 / graphite,3.7
LiCoO2 / graphite,3.6
LiCoO2 / Graphite,4.4
LiCoO2 / graphite 14500,2.70E-05
LiCoO2 / graphite 14500,2.00E-05
LiCoO2 / IPPP,2.8
LiCoO2 / IPPP,4.2
LiCoO2 / Li,4.5
LiCoO2 / Li,4.45
LiCoO2 / Li,4.3
LiCoO2 / Li,3
LiCoO2 / Li,3.9
LiCoO2 / Li,4.25
LiCoO2 / Li,4.8
LiCoO2 / Li,2.75
LiCoO2 / Li,2.8
LiCoO2 / Li,2.7
LiCoO2 / Li,5
LiCoO2 / Li,4.7
LiCoO2 / Li,3.7
LiCoO2 / Li,4.9
LiCoO2 / Li,5.4
LiCoO2 / Li,4.2
LiCoO2 / Li,4.05
LiCoO2 / Li 2016-type,4.2
LiCoO2 / Li 2016-type,3
LiCoO2 / Li 2032-type,4.3
LiCoO2 / Li 2032-type,4.2
